MethodID,Step,Operator,Success,ParentMemory(KB),ChildMemory(KB),Reward
2,36,BinaryOperatorReplacement,true,7,7,1.0000
2,37,UnaryOperatorReplacement,true,7,7,1.0000
2,38,DeleteStatement,true,7,7,1.0000
2,39,CopyStatement,false,7,-1,0.0000
2,40,ReplaceStatement,false,7,-1,0.0000
2,41,SwapStatement,true,7,7,1.0000
2,42,MoveStatement,true,7,7,1.0000
2,43,MatchedCopyStatement,false,7,-1,0.0000
2,44,MatchedReplaceStatement,false,7,-1,0.0000
2,45,MatchedSwapStatement,false,7,-1,0.0000
2,46,MatchedDeleteStatement,false,7,-1,0.0000
2,47,DeleteStatement,true,7,7,1.0000
2,48,SwapStatement,false,7,-1,0.0000
2,49,MoveStatement,false,7,-1,0.0000
2,50,BinaryOperatorReplacement,true,7,7,1.0000
2,51,UnaryOperatorReplacement,true,7,7,1.0000
2,52,DeleteStatement,false,7,-1,0.0000
2,53,BinaryOperatorReplacement,true,7,7,1.0000
2,54,UnaryOperatorReplacement,true,7,7,1.0000
2,55,BinaryOperatorReplacement,true,7,7,1.0000
2,56,UnaryOperatorReplacement,true,7,7,1.0000
2,57,BinaryOperatorReplacement,true,7,7,1.0000
2,58,UnaryOperatorReplacement,true,7,7,1.0000
2,59,BinaryOperatorReplacement,true,7,7,1.0000
2,60,UnaryOperatorReplacement,true,7,7,1.0000
2,61,BinaryOperatorReplacement,true,7,7,1.0000
2,62,UnaryOperatorReplacement,true,7,7,1.0000
2,63,BinaryOperatorReplacement,true,7,7,1.0000
2,64,UnaryOperatorReplacement,true,7,7,1.0000
2,65,BinaryOperatorReplacement,true,7,7,1.0000
2,66,UnaryOperatorReplacement,true,7,7,1.0000
2,67,BinaryOperatorReplacement,true,7,7,1.0000
2,68,UnaryOperatorReplacement,true,7,7,1.0000
2,69,SwapStatement,false,7,-1,0.0000
2,70,MoveStatement,false,7,-1,0.0000
2,71,MatchedDeleteStatement,false,7,-1,0.0000
2,72,DeleteStatement,false,7,-1,0.0000
2,73,BinaryOperatorReplacement,true,7,7,1.0000
2,74,CopyStatement,false,7,-1,0.0000
2,75,ReplaceStatement,false,7,-1,0.0000
2,76,MatchedCopyStatement,false,7,-1,0.0000
2,77,MatchedReplaceStatement,false,7,-1,0.0000
2,78,MatchedSwapStatement,false,7,-1,0.0000
2,79,UnaryOperatorReplacement,true,7,7,1.0000
2,80,BinaryOperatorReplacement,true,7,7,1.0000
2,81,UnaryOperatorReplacement,true,7,7,1.0000
2,82,BinaryOperatorReplacement,true,7,7,1.0000
2,83,UnaryOperatorReplacement,true,7,7,1.0000
2,84,BinaryOperatorReplacement,true,7,7,1.0000
2,85,UnaryOperatorReplacement,true,7,7,1.0000
2,86,BinaryOperatorReplacement,true,7,7,1.0000
2,87,UnaryOperatorReplacement,true,7,7,1.0000
2,88,BinaryOperatorReplacement,true,7,7,1.0000
2,89,UnaryOperatorReplacement,true,7,7,1.0000
2,90,BinaryOperatorReplacement,true,7,7,1.0000
2,91,UnaryOperatorReplacement,true,7,7,1.0000
2,92,BinaryOperatorReplacement,true,7,7,1.0000
2,93,UnaryOperatorReplacement,true,7,7,1.0000
2,94,BinaryOperatorReplacement,true,7,7,1.0000
2,95,UnaryOperatorReplacement,true,7,7,1.0000
2,96,BinaryOperatorReplacement,true,7,7,1.0000
2,97,UnaryOperatorReplacement,true,7,7,1.0000
2,98,BinaryOperatorReplacement,true,7,7,1.0000
2,99,UnaryOperatorReplacement,true,7,7,1.0000
3,1,MatchedReplaceStatement,true,7,7,1.0000
3,2,MatchedCopyStatement,false,7,-1,0.0000
3,3,MatchedDeleteStatement,true,7,7,1.0000
3,4,CopyStatement,false,7,-1,0.0000
3,5,SwapStatement,false,7,-1,0.0000
3,6,BinaryOperatorReplacement,true,7,7,1.0000
3,7,UnaryOperatorReplacement,true,7,7,1.0000
3,8,DeleteStatement,false,7,-1,0.0000
3,9,MatchedSwapStatement,false,7,-1,0.0000
3,10,ReplaceStatement,false,7,-1,0.0000
3,11,MoveStatement,true,7,7,1.0000
3,12,MoveStatement,true,7,7,1.0000
3,13,MatchedDeleteStatement,true,7,7,1.0000
3,14,MatchedReplaceStatement,true,7,7,1.0000
3,15,BinaryOperatorReplacement,false,7,-1,0.0000
3,16,UnaryOperatorReplacement,true,7,7,1.0000
3,17,MoveStatement,false,7,-1,0.0000
3,18,MatchedDeleteStatement,false,7,-1,0.0000
3,19,MatchedReplaceStatement,false,7,-1,0.0000
3,20,UnaryOperatorReplacement,true,7,7,1.0000
3,21,DeleteStatement,true,7,7,1.0000
3,22,CopyStatement,false,7,-1,0.0000
3,23,ReplaceStatement,false,7,-1,0.0000
3,24,SwapStatement,true,7,7,1.0000
3,25,MatchedCopyStatement,false,7,-1,0.0000
3,26,MatchedSwapStatement,false,7,-1,0.0000
3,27,UnaryOperatorReplacement,true,7,7,1.0000
3,28,DeleteStatement,true,7,7,1.0000
3,29,SwapStatement,false,7,-1,0.0000
3,30,BinaryOperatorReplacement,true,7,7,1.0000
3,31,UnaryOperatorReplacement,true,7,7,1.0000
3,32,DeleteStatement,false,7,-1,0.0000
3,33,MoveStatement,false,7,-1,0.0000
3,34,MatchedDeleteStatement,false,7,-1,0.0000
3,35,MatchedReplaceStatement,true,7,7,1.0000
3,36,BinaryOperatorReplacement,true,7,7,1.0000
3,37,UnaryOperatorReplacement,true,7,7,1.0000
3,38,UnaryOperatorReplacement,true,7,7,1.0000
3,39,MatchedReplaceStatement,false,7,-1,0.0000
3,40,BinaryOperatorReplacement,true,7,7,1.0000
3,41,UnaryOperatorReplacement,true,7,7,1.0000
3,42,BinaryOperatorReplacement,true,7,7,1.0000
3,43,UnaryOperatorReplacement,true,7,7,1.0000
3,44,BinaryOperatorReplacement,true,7,7,1.0000
3,45,CopyStatement,false,7,-1,0.0000
3,46,ReplaceStatement,false,7,-1,0.0000
3,47,MatchedCopyStatement,false,7,-1,0.0000
3,48,MatchedSwapStatement,false,7,-1,0.0000
3,49,SwapStatement,false,7,-1,0.0000
3,50,UnaryOperatorReplacement,true,7,7,1.0000
3,51,BinaryOperatorReplacement,true,7,7,1.0000
3,52,DeleteStatement,true,7,7,1.0000
3,53,MoveStatement,false,7,-1,0.0000
3,54,MatchedDeleteStatement,false,7,-1,0.0000
3,55,UnaryOperatorReplacement,true,7,7,1.0000
3,56,BinaryOperatorReplacement,true,7,7,1.0000
3,57,DeleteStatement,false,7,-1,0.0000
3,58,MatchedReplaceStatement,false,7,-1,0.0000
3,59,UnaryOperatorReplacement,true,7,7,1.0000
3,60,BinaryOperatorReplacement,true,7,7,1.0000
3,61,UnaryOperatorReplacement,true,7,7,1.0000
3,62,BinaryOperatorReplacement,true,7,7,1.0000
3,63,UnaryOperatorReplacement,true,7,7,1.0000
3,64,BinaryOperatorReplacement,true,7,7,1.0000
3,65,UnaryOperatorReplacement,true,7,7,1.0000
3,66,BinaryOperatorReplacement,true,7,7,1.0000
3,67,UnaryOperatorReplacement,true,7,7,1.0000
3,68,BinaryOperatorReplacement,true,7,7,1.0000
3,69,UnaryOperatorReplacement,true,7,7,1.0000
3,70,BinaryOperatorReplacement,true,7,7,1.0000
3,71,SwapStatement,false,7,-1,0.0000
3,72,UnaryOperatorReplacement,true,7,7,1.0000
3,73,MoveStatement,false,7,-1,0.0000
3,74,MatchedDeleteStatement,false,7,-1,0.0000
3,75,DeleteStatement,false,7,-1,0.0000
3,76,MatchedReplaceStatement,false,7,-1,0.0000
3,77,CopyStatement,false,7,-1,0.0000
3,78,ReplaceStatement,false,7,-1,0.0000
3,79,MatchedCopyStatement,false,7,-1,0.0000
3,80,MatchedSwapStatement,false,7,-1,0.0000
3,81,UnaryOperatorReplacement,true,7,7,1.0000
3,82,BinaryOperatorReplacement,true,7,7,1.0000
3,83,UnaryOperatorReplacement,true,7,7,1.0000
3,84,BinaryOperatorReplacement,true,7,7,1.0000
3,85,UnaryOperatorReplacement,true,7,7,1.0000
3,86,BinaryOperatorReplacement,true,7,7,1.0000
3,87,UnaryOperatorReplacement,true,7,7,1.0000
3,88,BinaryOperatorReplacement,true,7,7,1.0000
3,89,UnaryOperatorReplacement,true,7,7,1.0000
3,90,BinaryOperatorReplacement,true,7,7,1.0000
3,91,UnaryOperatorReplacement,true,7,7,1.0000
3,92,BinaryOperatorReplacement,true,7,7,1.0000
3,93,UnaryOperatorReplacement,true,7,7,1.0000
3,94,BinaryOperatorReplacement,true,7,7,1.0000
3,95,UnaryOperatorReplacement,true,7,7,1.0000
3,96,BinaryOperatorReplacement,true,7,7,1.0000
3,97,UnaryOperatorReplacement,true,7,7,1.0000
3,98,BinaryOperatorReplacement,true,7,7,1.0000
3,99,UnaryOperatorReplacement,true,7,7,1.0000
4,1,MatchedSwapStatement,false,7,-1,0.0000
4,2,MatchedReplaceStatement,false,7,-1,0.0000
4,3,CopyStatement,false,7,-1,0.0000
4,4,UnaryOperatorReplacement,true,7,7,1.0000
4,5,SwapStatement,false,7,-1,0.0000
4,6,BinaryOperatorReplacement,true,7,7,1.0000
4,7,MatchedDeleteStatement,false,7,-1,0.0000
4,8,MatchedCopyStatement,false,7,-1,0.0000
4,9,DeleteStatement,false,7,-1,0.0000
4,10,MoveStatement,false,7,-1,0.0000
4,11,ReplaceStatement,false,7,-1,0.0000
4,12,BinaryOperatorReplacement,true,7,7,1.0000
4,13,UnaryOperatorReplacement,true,7,7,1.0000
4,14,BinaryOperatorReplacement,true,7,7,1.0000
4,15,UnaryOperatorReplacement,true,7,7,1.0000
4,16,BinaryOperatorReplacement,true,7,7,1.0000
4,17,UnaryOperatorReplacement,true,7,7,1.0000
4,18,DeleteStatement,false,7,-1,0.0000
4,19,CopyStatement,false,7,-1,0.0000
4,20,ReplaceStatement,false,7,-1,0.0000
4,21,SwapStatement,false,7,-1,0.0000
4,22,MoveStatement,true,7,7,1.0000
4,23,MatchedDeleteStatement,false,7,-1,0.0000
4,24,MatchedCopyStatement,false,7,-1,0.0000
4,25,MatchedReplaceStatement,false,7,-1,0.0000
4,26,MatchedSwapStatement,false,7,-1,0.0000
4,27,MoveStatement,false,7,-1,0.0000
4,28,BinaryOperatorReplacement,true,7,7,1.0000
4,29,UnaryOperatorReplacement,true,7,7,1.0000
4,30,BinaryOperatorReplacement,true,7,7,1.0000
4,31,UnaryOperatorReplacement,true,7,7,1.0000
4,32,BinaryOperatorReplacement,true,7,7,1.0000
4,33,UnaryOperatorReplacement,true,7,7,1.0000
4,34,BinaryOperatorReplacement,false,7,-1,0.0000
4,35,UnaryOperatorReplacement,true,7,7,1.0000
4,36,UnaryOperatorReplacement,true,7,7,1.0000
4,37,DeleteStatement,false,7,-1,0.0000
4,38,CopyStatement,false,7,-1,0.0000
4,39,ReplaceStatement,false,7,-1,0.0000
4,40,SwapStatement,false,7,-1,0.0000
4,41,MatchedDeleteStatement,false,7,-1,0.0000
4,42,MatchedCopyStatement,false,7,-1,0.0000
4,43,MatchedReplaceStatement,false,7,-1,0.0000
4,44,MatchedSwapStatement,false,7,-1,0.0000
4,45,MoveStatement,true,7,7,1.0000
4,46,UnaryOperatorReplacement,true,7,7,1.0000
4,47,MoveStatement,true,7,7,1.0000
4,48,UnaryOperatorReplacement,true,7,7,1.0000
4,49,BinaryOperatorReplacement,true,7,7,1.0000
4,50,MoveStatement,true,7,7,1.0000
4,51,UnaryOperatorReplacement,true,7,7,1.0000
4,52,BinaryOperatorReplacement,false,7,-1,0.0000
4,53,MoveStatement,true,7,7,1.0000
4,54,UnaryOperatorReplacement,true,7,7,1.0000
4,55,UnaryOperatorReplacement,true,7,7,1.0000
4,56,MoveStatement,false,7,-1,0.0000
4,57,UnaryOperatorReplacement,true,7,7,1.0000
4,58,UnaryOperatorReplacement,true,7,7,1.0000
4,59,UnaryOperatorReplacement,true,7,7,1.0000
4,60,BinaryOperatorReplacement,true,7,7,1.0000
4,61,UnaryOperatorReplacement,true,7,7,1.0000
4,62,BinaryOperatorReplacement,false,7,-1,0.0000
4,63,UnaryOperatorReplacement,true,7,7,1.0000
4,64,DeleteStatement,false,7,-1,0.0000
4,65,CopyStatement,false,7,-1,0.0000
4,66,ReplaceStatement,false,7,-1,0.0000
4,67,SwapStatement,false,7,-1,0.0000
4,68,MatchedDeleteStatement,false,7,-1,0.0000
4,69,MatchedCopyStatement,false,7,-1,0.0000
4,70,MatchedReplaceStatement,true,7,7,1.0000
4,71,MatchedReplaceStatement,false,7,-1,0.0000
4,72,MatchedSwapStatement,false,7,-1,0.0000
4,73,UnaryOperatorReplacement,true,7,7,1.0000
4,74,MoveStatement,false,7,-1,0.0000
4,75,UnaryOperatorReplacement,true,7,7,1.0000
4,76,UnaryOperatorReplacement,true,7,7,1.0000
4,77,UnaryOperatorReplacement,true,7,7,1.0000
4,78,UnaryOperatorReplacement,true,7,7,1.0000
4,79,UnaryOperatorReplacement,true,7,7,1.0000
4,80,BinaryOperatorReplacement,true,7,7,1.0000
4,81,UnaryOperatorReplacement,true,7,7,1.0000
4,82,BinaryOperatorReplacement,true,7,7,1.0000
4,83,UnaryOperatorReplacement,true,7,7,1.0000
4,84,BinaryOperatorReplacement,true,7,7,1.0000
4,85,UnaryOperatorReplacement,true,7,7,1.0000
4,86,BinaryOperatorReplacement,true,7,7,1.0000
4,87,UnaryOperatorReplacement,true,7,7,1.0000
4,88,BinaryOperatorReplacement,true,7,7,1.0000
4,89,UnaryOperatorReplacement,true,7,7,1.0000
4,90,MoveStatement,false,7,-1,0.0000
4,91,BinaryOperatorReplacement,true,7,7,1.0000
4,92,UnaryOperatorReplacement,true,7,7,1.0000
4,93,MatchedReplaceStatement,false,7,-1,0.0000
4,94,BinaryOperatorReplacement,true,7,7,1.0000
4,95,UnaryOperatorReplacement,true,7,7,1.0000
4,96,BinaryOperatorReplacement,true,7,7,1.0000
4,97,UnaryOperatorReplacement,true,7,7,1.0000
4,98,UnaryOperatorReplacement,true,7,7,1.0000
4,99,BinaryOperatorReplacement,false,7,-1,0.0000
5,1,UnaryOperatorReplacement,true,7,7,1.0000
5,2,BinaryOperatorReplacement,true,7,7,1.0000
5,3,ReplaceStatement,false,7,-1,0.0000
5,4,MoveStatement,true,7,7,1.0000
5,5,MatchedSwapStatement,false,7,-1,0.0000
5,6,CopyStatement,false,7,-1,0.0000
5,7,DeleteStatement,true,7,7,1.0000
5,8,MatchedDeleteStatement,true,7,7,1.0000
5,9,MatchedCopyStatement,false,7,-1,0.0000
5,10,MatchedReplaceStatement,false,7,-1,0.0000
5,11,SwapStatement,false,7,-1,0.0000
5,12,DeleteStatement,true,7,7,1.0000
5,13,MoveStatement,false,7,-1,0.0000
5,14,MatchedDeleteStatement,true,7,7,1.0000
5,15,BinaryOperatorReplacement,true,7,7,1.0000
5,16,UnaryOperatorReplacement,true,7,7,1.0000
5,17,DeleteStatement,false,7,-1,0.0000
5,18,MatchedDeleteStatement,true,7,7,1.0000
5,19,BinaryOperatorReplacement,true,7,7,1.0000
5,20,UnaryOperatorReplacement,true,7,7,1.0000
5,21,CopyStatement,false,7,-1,0.0000
5,22,ReplaceStatement,false,7,-1,0.0000
5,23,SwapStatement,false,7,-1,0.0000
5,24,MatchedCopyStatement,false,7,-1,0.0000
5,25,MatchedReplaceStatement,false,7,-1,0.0000
5,26,MatchedSwapStatement,false,7,-1,0.0000
5,27,MatchedDeleteStatement,false,7,-1,0.0000
5,28,BinaryOperatorReplacement,true,7,7,1.0000
5,29,UnaryOperatorReplacement,true,7,7,1.0000
5,30,MoveStatement,false,7,-1,0.0000
5,31,BinaryOperatorReplacement,true,7,7,1.0000
5,32,UnaryOperatorReplacement,true,7,7,1.0000
5,33,DeleteStatement,false,7,-1,0.0000
5,34,BinaryOperatorReplacement,true,7,7,1.0000
5,35,UnaryOperatorReplacement,true,7,7,1.0000
5,36,BinaryOperatorReplacement,true,7,7,1.0000
5,37,UnaryOperatorReplacement,true,7,7,1.0000
5,38,MatchedDeleteStatement,false,7,-1,0.0000
5,39,BinaryOperatorReplacement,true,7,7,1.0000
5,40,UnaryOperatorReplacement,true,7,7,1.0000
5,41,BinaryOperatorReplacement,true,7,7,1.0000
5,42,UnaryOperatorReplacement,true,7,7,1.0000
5,43,CopyStatement,false,7,-1,0.0000
5,44,ReplaceStatement,false,7,-1,0.0000
5,45,SwapStatement,false,7,-1,0.0000
5,46,MatchedCopyStatement,false,7,-1,0.0000
5,47,MatchedReplaceStatement,false,7,-1,0.0000
5,48,MatchedSwapStatement,false,7,-1,0.0000
5,49,MoveStatement,false,7,-1,0.0000
5,50,BinaryOperatorReplacement,true,7,7,1.0000
5,51,UnaryOperatorReplacement,true,7,7,1.0000
5,52,DeleteStatement,false,7,-1,0.0000
5,53,BinaryOperatorReplacement,true,7,7,1.0000
5,54,UnaryOperatorReplacement,true,7,7,1.0000
5,55,MatchedDeleteStatement,true,7,7,1.0000
5,56,BinaryOperatorReplacement,true,7,7,1.0000
5,57,UnaryOperatorReplacement,true,7,7,1.0000
5,58,MatchedDeleteStatement,true,7,7,1.0000
5,59,BinaryOperatorReplacement,true,7,7,1.0000
5,60,UnaryOperatorReplacement,true,7,7,1.0000
5,61,MatchedDeleteStatement,false,7,-1,0.0000
5,62,BinaryOperatorReplacement,true,7,7,1.0000
5,63,UnaryOperatorReplacement,true,7,7,1.0000
5,64,BinaryOperatorReplacement,true,7,7,1.0000
5,65,UnaryOperatorReplacement,true,7,7,1.0000
5,66,BinaryOperatorReplacement,true,7,7,1.0000
5,67,UnaryOperatorReplacement,true,7,7,1.0000
5,68,BinaryOperatorReplacement,true,7,7,1.0000
5,69,UnaryOperatorReplacement,true,7,7,1.0000
5,70,BinaryOperatorReplacement,true,7,7,1.0000
5,71,MoveStatement,false,7,-1,0.0000
5,72,UnaryOperatorReplacement,true,7,7,1.0000
5,73,DeleteStatement,true,7,7,1.0000
5,74,DeleteStatement,false,7,-1,0.0000
5,75,CopyStatement,false,7,-1,0.0000
5,76,ReplaceStatement,false,7,-1,0.0000
5,77,SwapStatement,false,7,-1,0.0000
5,78,MatchedCopyStatement,false,7,-1,0.0000
5,79,MatchedReplaceStatement,false,7,-1,0.0000
5,80,MatchedSwapStatement,false,7,-1,0.0000
5,81,BinaryOperatorReplacement,true,7,7,1.0000
5,82,UnaryOperatorReplacement,true,7,7,1.0000
5,83,BinaryOperatorReplacement,true,7,7,1.0000
5,84,UnaryOperatorReplacement,true,7,7,1.0000
5,85,MatchedDeleteStatement,false,7,-1,0.0000
5,86,BinaryOperatorReplacement,true,7,7,1.0000
5,87,UnaryOperatorReplacement,true,7,7,1.0000
5,88,BinaryOperatorReplacement,true,7,7,1.0000
5,89,UnaryOperatorReplacement,true,7,7,1.0000
5,90,BinaryOperatorReplacement,true,7,7,1.0000
5,91,UnaryOperatorReplacement,true,7,7,1.0000
5,92,BinaryOperatorReplacement,true,7,7,1.0000
5,93,UnaryOperatorReplacement,true,7,7,1.0000
5,94,BinaryOperatorReplacement,true,7,7,1.0000
5,95,UnaryOperatorReplacement,true,7,7,1.0000
5,96,BinaryOperatorReplacement,true,7,7,1.0000
5,97,UnaryOperatorReplacement,true,7,7,1.0000
5,98,BinaryOperatorReplacement,true,7,7,1.0000
5,99,UnaryOperatorReplacement,true,7,7,1.0000
6,1,BinaryOperatorReplacement,true,7,7,1.0000
6,2,MatchedDeleteStatement,false,7,-1,0.0000
6,3,DeleteStatement,true,7,7,1.0000
6,4,MatchedCopyStatement,false,7,-1,0.0000
6,5,MatchedReplaceStatement,false,7,-1,0.0000
6,6,SwapStatement,false,7,-1,0.0000
6,7,ReplaceStatement,false,7,-1,0.0000
6,8,UnaryOperatorReplacement,true,7,7,1.0000
6,9,CopyStatement,false,7,-1,0.0000
6,10,MoveStatement,false,7,-1,0.0000
6,11,MatchedSwapStatement,false,7,-1,0.0000
6,12,DeleteStatement,false,7,-1,0.0000
6,13,BinaryOperatorReplacement,true,7,7,1.0000
6,14,UnaryOperatorReplacement,true,7,7,1.0000
6,15,BinaryOperatorReplacement,true,7,7,1.0000
6,16,UnaryOperatorReplacement,true,7,7,1.0000
6,17,BinaryOperatorReplacement,true,7,7,1.0000
6,18,CopyStatement,false,7,-1,0.0000
6,19,ReplaceStatement,false,7,-1,0.0000
6,20,SwapStatement,false,7,-1,0.0000
6,21,MoveStatement,false,7,-1,0.0000
6,22,MatchedDeleteStatement,false,7,-1,0.0000
6,23,MatchedCopyStatement,false,7,-1,0.0000
6,24,MatchedReplaceStatement,false,7,-1,0.0000
6,25,MatchedSwapStatement,false,7,-1,0.0000
6,26,UnaryOperatorReplacement,true,7,7,1.0000
6,27,DeleteStatement,true,7,7,1.0000
6,28,BinaryOperatorReplacement,true,7,7,1.0000
6,29,UnaryOperatorReplacement,true,7,7,1.0000
6,30,DeleteStatement,true,7,7,1.0000
6,31,BinaryOperatorReplacement,true,7,7,1.0000
6,32,UnaryOperatorReplacement,true,7,7,1.0000
6,33,BinaryOperatorReplacement,true,7,7,1.0000
6,34,UnaryOperatorReplacement,true,7,7,1.0000
