MethodID,Step,Operator,Success,ParentFitness,ChildFitness,Reward
1,61,CopyStatement,false,7,-1,0.0000
1,62,MatchedSwapStatement,false,7,-1,0.0000
1,63,CopyStatement,false,7,-1,0.0000
1,64,CopyStatement,false,7,-1,0.0000
1,65,ReplaceStatement,false,7,-1,0.0000
1,66,ReplaceStatement,false,7,-1,0.0000
1,67,SwapStatement,true,7,7,1.0000
1,68,MatchedCopyStatement,false,7,-1,0.0000
1,69,MatchedCopyStatement,true,7,7,1.0000
1,70,BinaryOperatorReplacement,true,7,7,1.0000
1,71,UnaryOperatorReplacement,true,7,7,1.0000
1,72,UnaryOperatorReplacement,true,7,7,1.0000
1,73,MoveStatement,true,7,7,1.0000
1,74,CopyStatement,false,7,-1,0.0000
1,75,MatchedReplaceStatement,false,7,-1,0.0000
1,76,MoveStatement,true,7,7,1.0000
1,77,MatchedCopyStatement,false,7,-1,0.0000
1,78,MatchedSwapStatement,false,7,-1,0.0000
1,79,ReplaceStatement,false,7,-1,0.0000
1,80,ReplaceStatement,false,7,-1,0.0000
1,81,SwapStatement,true,7,7,1.0000
1,82,SwapStatement,false,7,-1,0.0000
1,83,MatchedDeleteStatement,false,7,-1,0.0000
1,84,MatchedCopyStatement,false,7,-1,0.0000
1,85,UnaryOperatorReplacement,true,7,7,1.0000
1,86,BinaryOperatorReplacement,true,7,7,1.0000
1,87,ReplaceStatement,false,7,-1,0.0000
1,88,UnaryOperatorReplacement,true,7,7,1.0000
1,89,MatchedCopyStatement,false,7,-1,0.0000
1,90,SwapStatement,false,7,-1,0.0000
1,91,MatchedSwapStatement,false,7,-1,0.0000
1,92,DeleteStatement,false,7,-1,0.0000
1,93,MatchedDeleteStatement,false,7,-1,0.0000
1,94,DeleteStatement,false,7,-1,0.0000
1,95,UnaryOperatorReplacement,true,7,7,1.0000
1,96,MatchedSwapStatement,false,7,-1,0.0000
1,97,MatchedCopyStatement,false,7,-1,0.0000
1,98,MoveStatement,true,7,7,1.0000
1,99,UnaryOperatorReplacement,true,7,7,1.0000
2,1,MatchedSwapStatement,false,7,-1,0.0000
2,2,MatchedReplaceStatement,false,7,-1,0.0000
2,3,MatchedReplaceStatement,false,7,-1,0.0000
2,4,MoveStatement,true,7,7,1.0000
2,5,MatchedCopyStatement,false,7,-1,0.0000
2,6,MoveStatement,false,7,-1,0.0000
2,7,MatchedSwapStatement,false,7,-1,0.0000
2,8,UnaryOperatorReplacement,true,7,7,1.0000
2,9,CopyStatement,false,7,-1,0.0000
2,10,UnaryOperatorReplacement,true,7,7,1.0000
2,11,UnaryOperatorReplacement,true,7,7,1.0000
2,12,BinaryOperatorReplacement,true,7,7,1.0000
2,13,MatchedSwapStatement,false,7,-1,0.0000
2,14,MatchedReplaceStatement,false,7,-1,0.0000
2,15,MatchedSwapStatement,false,7,-1,0.0000
2,16,MatchedDeleteStatement,false,7,-1,0.0000
2,17,MatchedDeleteStatement,true,7,7,1.0000
2,18,MatchedCopyStatement,false,7,-1,0.0000
2,19,DeleteStatement,true,7,7,1.0000
2,20,UnaryOperatorReplacement,true,7,7,1.0000
2,21,MoveStatement,true,7,7,1.0000
2,22,CopyStatement,false,7,-1,0.0000
2,23,MatchedCopyStatement,false,7,-1,0.0000
2,24,DeleteStatement,true,7,7,1.0000
2,25,MatchedDeleteStatement,true,7,7,1.0000
2,26,MatchedDeleteStatement,true,7,7,1.0000
2,27,ReplaceStatement,false,7,-1,0.0000
2,28,CopyStatement,false,7,-1,0.0000
2,29,BinaryOperatorReplacement,true,7,7,1.0000
2,30,MatchedDeleteStatement,true,7,7,1.0000
2,31,MatchedReplaceStatement,false,7,-1,0.0000
2,32,ReplaceStatement,false,7,-1,0.0000
2,33,MoveStatement,false,7,-1,0.0000
2,34,MatchedReplaceStatement,false,7,-1,0.0000
2,35,DeleteStatement,true,7,7,1.0000
2,36,UnaryOperatorReplacement,true,7,7,1.0000
2,37,MatchedCopyStatement,false,7,-1,0.0000
2,38,ReplaceStatement,false,7,-1,0.0000
2,39,BinaryOperatorReplacement,true,7,7,1.0000
2,40,MatchedDeleteStatement,false,7,-1,0.0000
2,41,UnaryOperatorReplacement,true,7,7,1.0000
2,42,MoveStatement,false,7,-1,0.0000
2,43,ReplaceStatement,false,7,-1,0.0000
2,44,MatchedDeleteStatement,true,7,7,1.0000
2,45,BinaryOperatorReplacement,true,7,7,1.0000
2,46,MatchedCopyStatement,false,7,-1,0.0000
2,47,MatchedCopyStatement,false,7,-1,0.0000
2,48,MatchedReplaceStatement,false,7,-1,0.0000
2,49,MoveStatement,false,7,-1,0.0000
2,50,CopyStatement,false,7,-1,0.0000
2,51,CopyStatement,false,7,-1,0.0000
2,52,BinaryOperatorReplacement,true,7,7,1.0000
2,53,DeleteStatement,false,7,-1,0.0000
2,54,SwapStatement,false,7,-1,0.0000
2,55,CopyStatement,false,7,-1,0.0000
2,56,DeleteStatement,false,7,-1,0.0000
2,57,MatchedSwapStatement,false,7,-1,0.0000
2,58,CopyStatement,false,7,-1,0.0000
2,59,MoveStatement,false,7,-1,0.0000
2,60,DeleteStatement,true,7,7,1.0000
2,61,MatchedDeleteStatement,false,7,-1,0.0000
2,62,MatchedDeleteStatement,true,7,7,1.0000
2,63,ReplaceStatement,false,7,-1,0.0000
2,64,DeleteStatement,false,7,-1,0.0000
2,65,BinaryOperatorReplacement,true,7,7,1.0000
2,66,MatchedReplaceStatement,false,7,-1,0.0000
2,67,UnaryOperatorReplacement,true,7,7,1.0000
2,68,MatchedSwapStatement,false,7,-1,0.0000
2,69,SwapStatement,false,7,-1,0.0000
2,70,UnaryOperatorReplacement,true,7,7,1.0000
2,71,MatchedSwapStatement,false,7,-1,0.0000
2,72,ReplaceStatement,false,7,-1,0.0000
2,73,MatchedDeleteStatement,true,7,7,1.0000
2,74,CopyStatement,false,7,-1,0.0000
2,75,MatchedSwapStatement,false,7,-1,0.0000
2,76,MatchedSwapStatement,false,7,-1,0.0000
2,77,DeleteStatement,true,7,7,1.0000
2,78,DeleteStatement,false,7,-1,0.0000
2,79,CopyStatement,false,7,-1,0.0000
2,80,MatchedSwapStatement,false,7,-1,0.0000
2,81,SwapStatement,false,7,-1,0.0000
2,82,MatchedReplaceStatement,false,7,-1,0.0000
2,83,MatchedSwapStatement,false,7,-1,0.0000
2,84,DeleteStatement,true,7,7,1.0000
2,85,ReplaceStatement,false,7,-1,0.0000
2,86,MoveStatement,true,7,7,1.0000
2,87,BinaryOperatorReplacement,true,7,7,1.0000
2,88,MatchedDeleteStatement,false,7,-1,0.0000
2,89,MatchedSwapStatement,false,7,-1,0.0000
2,90,CopyStatement,false,7,-1,0.0000
2,91,MoveStatement,false,7,-1,0.0000
2,92,CopyStatement,false,7,-1,0.0000
2,93,MatchedCopyStatement,false,7,-1,0.0000
2,94,BinaryOperatorReplacement,true,7,7,1.0000
2,95,MoveStatement,true,7,7,1.0000
2,96,SwapStatement,false,7,-1,0.0000
2,97,UnaryOperatorReplacement,true,7,7,1.0000
2,98,MatchedReplaceStatement,false,7,-1,0.0000
2,99,MatchedDeleteStatement,false,7,-1,0.0000
3,1,MoveStatement,false,7,-1,0.0000
3,2,MatchedCopyStatement,true,7,7,1.0000
3,3,MatchedSwapStatement,false,7,-1,0.0000
3,4,UnaryOperatorReplacement,true,7,7,1.0000
3,5,UnaryOperatorReplacement,true,7,7,1.0000
3,6,CopyStatement,false,7,-1,0.0000
3,7,MatchedDeleteStatement,false,7,-1,0.0000
3,8,UnaryOperatorReplacement,true,7,7,1.0000
3,9,MoveStatement,false,7,-1,0.0000
3,10,MoveStatement,false,7,-1,0.0000
3,11,MatchedReplaceStatement,false,7,-1,0.0000
3,12,MoveStatement,true,7,7,1.0000
3,13,SwapStatement,false,7,-1,0.0000
3,14,MoveStatement,false,7,-1,0.0000
3,15,MatchedSwapStatement,false,7,-1,0.0000
3,16,DeleteStatement,false,7,-1,0.0000
3,17,UnaryOperatorReplacement,true,7,7,1.0000
3,18,MatchedDeleteStatement,true,7,7,1.0000
3,19,MatchedSwapStatement,false,7,-1,0.0000
3,20,MatchedSwapStatement,true,7,7,1.0000
3,21,UnaryOperatorReplacement,true,7,7,1.0000
3,22,MatchedSwapStatement,false,7,-1,0.0000
3,23,DeleteStatement,false,7,-1,0.0000
3,24,MatchedSwapStatement,false,7,-1,0.0000
3,25,MatchedDeleteStatement,false,7,-1,0.0000
3,26,UnaryOperatorReplacement,true,7,7,1.0000
3,27,MatchedReplaceStatement,false,7,-1,0.0000
3,28,ReplaceStatement,false,7,-1,0.0000
3,29,ReplaceStatement,false,7,-1,0.0000
3,30,ReplaceStatement,false,7,-1,0.0000
3,31,MoveStatement,false,7,-1,0.0000
3,32,CopyStatement,false,7,-1,0.0000
3,33,MatchedSwapStatement,false,7,-1,0.0000
3,34,DeleteStatement,true,7,7,1.0000
3,35,BinaryOperatorReplacement,true,7,7,1.0000
3,36,MatchedReplaceStatement,false,7,-1,0.0000
3,37,UnaryOperatorReplacement,true,7,7,1.0000
3,38,CopyStatement,false,7,-1,0.0000
3,39,BinaryOperatorReplacement,true,7,7,1.0000
3,40,MatchedSwapStatement,true,7,7,1.0000
3,41,MatchedDeleteStatement,true,7,7,1.0000
3,42,MatchedReplaceStatement,false,7,-1,0.0000
3,43,MatchedSwapStatement,false,7,-1,0.0000
3,44,MatchedSwapStatement,false,7,-1,0.0000
3,45,MatchedReplaceStatement,false,7,-1,0.0000
3,46,BinaryOperatorReplacement,true,7,7,1.0000
3,47,MatchedReplaceStatement,false,7,-1,0.0000
3,48,BinaryOperatorReplacement,true,7,7,1.0000
3,49,DeleteStatement,true,7,7,1.0000
3,50,MatchedCopyStatement,false,7,-1,0.0000
3,51,MatchedDeleteStatement,false,7,-1,0.0000
3,52,UnaryOperatorReplacement,true,7,7,1.0000
3,53,MatchedSwapStatement,false,7,-1,0.0000
3,54,BinaryOperatorReplacement,true,7,7,1.0000
3,55,MatchedDeleteStatement,false,7,-1,0.0000
3,56,DeleteStatement,false,7,-1,0.0000
3,57,SwapStatement,false,7,-1,0.0000
3,58,MatchedCopyStatement,false,7,-1,0.0000
3,59,SwapStatement,false,7,-1,0.0000
3,60,ReplaceStatement,false,7,-1,0.0000
3,61,MatchedCopyStatement,false,7,-1,0.0000
3,62,SwapStatement,false,7,-1,0.0000
3,63,MatchedSwapStatement,false,7,-1,0.0000
3,64,SwapStatement,false,7,-1,0.0000
3,65,MatchedCopyStatement,false,7,-1,0.0000
3,66,MatchedReplaceStatement,false,7,-1,0.0000
3,67,MatchedDeleteStatement,true,7,7,1.0000
3,68,ReplaceStatement,false,7,-1,0.0000
3,69,MatchedReplaceStatement,false,7,-1,0.0000
3,70,MatchedReplaceStatement,false,7,-1,0.0000
3,71,MatchedReplaceStatement,false,7,-1,0.0000
3,72,DeleteStatement,true,7,7,1.0000
3,73,MatchedReplaceStatement,false,7,-1,0.0000
3,74,MoveStatement,false,7,-1,0.0000
3,75,CopyStatement,false,7,-1,0.0000
3,76,ReplaceStatement,false,7,-1,0.0000
3,77,BinaryOperatorReplacement,true,7,7,1.0000
3,78,MatchedDeleteStatement,false,7,-1,0.0000
3,79,MatchedCopyStatement,false,7,-1,0.0000
3,80,ReplaceStatement,false,7,-1,0.0000
3,81,SwapStatement,false,7,-1,0.0000
3,82,DeleteStatement,true,7,7,1.0000
3,83,BinaryOperatorReplacement,false,7,-1,0.0000
3,84,UnaryOperatorReplacement,true,7,7,1.0000
3,85,BinaryOperatorReplacement,true,7,7,1.0000
3,86,MoveStatement,true,7,7,1.0000
3,87,UnaryOperatorReplacement,true,7,7,1.0000
3,88,CopyStatement,false,7,-1,0.0000
3,89,MoveStatement,true,7,7,1.0000
3,90,MatchedSwapStatement,true,7,7,1.0000
3,91,SwapStatement,false,7,-1,0.0000
3,92,DeleteStatement,false,7,-1,0.0000
3,93,CopyStatement,false,7,-1,0.0000
3,94,CopyStatement,false,7,-1,0.0000
3,95,MatchedCopyStatement,false,7,-1,0.0000
3,96,ReplaceStatement,false,7,-1,0.0000
3,97,MatchedCopyStatement,false,7,-1,0.0000
3,98,BinaryOperatorReplacement,true,7,7,1.0000
3,99,UnaryOperatorReplacement,true,7,7,1.0000
4,1,CopyStatement,false,7,-1,0.0000
4,2,BinaryOperatorReplacement,true,7,7,1.0000
4,3,CopyStatement,false,7,-1,0.0000
4,4,BinaryOperatorReplacement,true,7,7,1.0000
4,5,MatchedDeleteStatement,false,7,-1,0.0000
4,6,MatchedSwapStatement,false,7,-1,0.0000
4,7,BinaryOperatorReplacement,true,7,7,1.0000
4,8,SwapStatement,false,7,-1,0.0000
4,9,MatchedCopyStatement,false,7,-1,0.0000
4,10,UnaryOperatorReplacement,true,7,7,1.0000
4,11,MatchedCopyStatement,false,7,-1,0.0000
4,12,DeleteStatement,true,7,7,1.0000
4,13,UnaryOperatorReplacement,true,7,7,1.0000
4,14,MatchedSwapStatement,false,7,-1,0.0000
4,15,DeleteStatement,false,7,-1,0.0000
4,16,MatchedDeleteStatement,false,7,-1,0.0000
4,17,SwapStatement,false,7,-1,0.0000
4,18,ReplaceStatement,false,7,-1,0.0000
4,19,ReplaceStatement,false,7,-1,0.0000
4,20,DeleteStatement,true,7,7,1.0000
4,21,UnaryOperatorReplacement,true,7,7,1.0000
4,22,CopyStatement,false,7,-1,0.0000
4,23,ReplaceStatement,false,7,-1,0.0000
4,24,DeleteStatement,true,7,7,1.0000
4,25,DeleteStatement,false,7,-1,0.0000
4,26,UnaryOperatorReplacement,true,7,7,1.0000
4,27,MatchedSwapStatement,false,7,-1,0.0000
4,28,MatchedSwapStatement,false,7,-1,0.0000
4,29,MatchedSwapStatement,false,7,-1,0.0000
4,30,UnaryOperatorReplacement,true,7,7,1.0000
4,31,MatchedCopyStatement,false,7,-1,0.0000
4,32,MatchedReplaceStatement,false,7,-1,0.0000
4,33,SwapStatement,false,7,-1,0.0000
4,34,MatchedSwapStatement,false,7,-1,0.0000
4,35,MatchedSwapStatement,false,7,-1,0.0000
4,36,MatchedCopyStatement,false,7,-1,0.0000
4,37,ReplaceStatement,false,7,-1,0.0000
4,38,MatchedDeleteStatement,true,7,7,1.0000
4,39,CopyStatement,false,7,-1,0.0000
4,40,BinaryOperatorReplacement,false,7,-1,0.0000
4,41,UnaryOperatorReplacement,true,7,7,1.0000
4,42,MoveStatement,false,7,-1,0.0000
4,43,MatchedReplaceStatement,false,7,-1,0.0000
4,44,SwapStatement,false,7,-1,0.0000
4,45,MatchedCopyStatement,false,7,-1,0.0000
4,46,SwapStatement,false,7,-1,0.0000
4,47,ReplaceStatement,false,7,-1,0.0000
4,48,MatchedReplaceStatement,false,7,-1,0.0000
4,49,CopyStatement,true,7,7,1.0000
4,50,DeleteStatement,true,7,7,1.0000
4,51,SwapStatement,false,7,-1,0.0000
4,52,CopyStatement,false,7,-1,0.0000
4,53,MatchedDeleteStatement,true,7,7,1.0000
4,54,ReplaceStatement,true,7,7,1.0000
4,55,ReplaceStatement,false,7,-1,0.0000
4,56,MatchedSwapStatement,false,7,-1,0.0000
4,57,CopyStatement,false,7,-1,0.0000
4,58,ReplaceStatement,false,7,-1,0.0000
4,59,MatchedDeleteStatement,true,7,7,1.0000
4,60,MatchedCopyStatement,true,7,7,1.0000
4,61,SwapStatement,false,7,-1,0.0000
4,62,ReplaceStatement,false,7,-1,0.0000
4,63,MatchedSwapStatement,true,7,7,1.0000
4,64,MatchedDeleteStatement,true,7,7,1.0000
4,65,UnaryOperatorReplacement,true,7,7,1.0000
4,66,MatchedSwapStatement,false,7,-1,0.0000
4,67,BinaryOperatorReplacement,true,7,7,1.0000
4,68,MatchedSwapStatement,false,7,-1,0.0000
4,69,BinaryOperatorReplacement,false,7,-1,0.0000
4,70,MoveStatement,false,7,-1,0.0000
4,71,DeleteStatement,false,7,-1,0.0000
4,72,MatchedDeleteStatement,true,7,7,1.0000
4,73,MatchedDeleteStatement,true,7,7,1.0000
4,74,MatchedDeleteStatement,false,7,-1,0.0000
4,75,ReplaceStatement,false,7,-1,0.0000
4,76,ReplaceStatement,false,7,-1,0.0000
4,77,BinaryOperatorReplacement,true,7,7,1.0000
4,78,SwapStatement,false,7,-1,0.0000
4,79,MatchedCopyStatement,false,7,-1,0.0000
4,80,MatchedCopyStatement,false,7,-1,0.0000
4,81,MatchedCopyStatement,false,7,-1,0.0000
4,82,DeleteStatement,true,7,7,1.0000
4,83,ReplaceStatement,false,7,-1,0.0000
4,84,DeleteStatement,false,7,-1,0.0000
4,85,MatchedSwapStatement,false,7,-1,0.0000
4,86,UnaryOperatorReplacement,true,7,8,0.8750
4,87,ReplaceStatement,false,7,-1,0.0000
4,88,ReplaceStatement,false,7,-1,0.0000
4,89,BinaryOperatorReplacement,true,7,7,1.0000
4,90,MoveStatement,false,7,-1,0.0000
4,91,BinaryOperatorReplacement,true,7,7,1.0000
4,92,MatchedReplaceStatement,false,7,-1,0.0000
4,93,BinaryOperatorReplacement,true,7,7,1.0000
4,94,MatchedSwapStatement,false,7,-1,0.0000
4,95,MatchedDeleteStatement,true,7,7,1.0000
4,96,BinaryOperatorReplacement,true,7,7,1.0000
4,97,MatchedSwapStatement,false,7,-1,0.0000
4,98,BinaryOperatorReplacement,true,7,7,1.0000
4,99,ReplaceStatement,false,7,-1,0.0000
5,1,MoveStatement,false,7,-1,0.0000
5,2,MatchedCopyStatement,false,7,-1,0.0000
5,3,BinaryOperatorReplacement,true,7,7,1.0000
5,4,CopyStatement,false,7,-1,0.0000
5,5,MatchedDeleteStatement,true,7,7,1.0000
5,6,MoveStatement,true,7,7,1.0000
5,7,MoveStatement,false,7,-1,0.0000
5,8,MatchedReplaceStatement,false,7,-1,0.0000
5,9,BinaryOperatorReplacement,true,7,7,1.0000
5,10,ReplaceStatement,false,7,-1,0.0000
5,11,MatchedCopyStatement,false,7,-1,0.0000
5,12,SwapStatement,false,7,-1,0.0000
5,13,MatchedCopyStatement,false,7,-1,0.0000
5,14,MatchedSwapStatement,false,7,-1,0.0000
5,15,DeleteStatement,false,7,-1,0.0000
5,16,SwapStatement,false,7,-1,0.0000
5,17,DeleteStatement,false,7,-1,0.0000
5,18,DeleteStatement,true,7,7,1.0000
5,19,SwapStatement,false,7,-1,0.0000
5,20,MatchedSwapStatement,false,7,-1,0.0000
5,21,MatchedSwapStatement,false,7,-1,0.0000
5,22,DeleteStatement,true,7,7,1.0000
5,23,MoveStatement,false,7,-1,0.0000
5,24,BinaryOperatorReplacement,true,7,7,1.0000
5,25,MoveStatement,false,7,-1,0.0000
5,26,MatchedDeleteStatement,false,7,-1,0.0000
5,27,UnaryOperatorReplacement,true,7,7,1.0000
5,28,CopyStatement,false,7,-1,0.0000
5,29,DeleteStatement,true,7,7,1.0000
5,30,BinaryOperatorReplacement,true,7,7,1.0000
5,31,MatchedReplaceStatement,false,7,-1,0.0000
5,32,MatchedReplaceStatement,false,7,-1,0.0000
5,33,MatchedReplaceStatement,false,7,-1,0.0000
5,34,BinaryOperatorReplacement,true,7,7,1.0000
5,35,CopyStatement,false,7,-1,0.0000
5,36,ReplaceStatement,true,7,7,1.0000
5,37,MatchedReplaceStatement,true,7,7,1.0000
5,38,CopyStatement,false,7,-1,0.0000
5,39,MatchedSwapStatement,false,7,-1,0.0000
5,40,MatchedCopyStatement,false,7,-1,0.0000
5,41,UnaryOperatorReplacement,true,7,7,1.0000
5,42,MatchedCopyStatement,false,7,-1,0.0000
5,43,MatchedDeleteStatement,false,7,-1,0.0000
5,44,UnaryOperatorReplacement,true,7,7,1.0000
5,45,ReplaceStatement,false,7,-1,0.0000
5,46,ReplaceStatement,false,7,-1,0.0000
5,47,MatchedSwapStatement,false,7,-1,0.0000
5,48,MatchedReplaceStatement,false,7,-1,0.0000
5,49,BinaryOperatorReplacement,true,7,7,1.0000
5,50,ReplaceStatement,false,7,-1,0.0000
5,51,MoveStatement,true,7,7,1.0000
5,52,MatchedCopyStatement,false,7,-1,0.0000
5,53,ReplaceStatement,false,7,-1,0.0000
5,54,MoveStatement,false,7,-1,0.0000
5,55,DeleteStatement,false,7,-1,0.0000
5,56,ReplaceStatement,false,7,-1,0.0000
5,57,BinaryOperatorReplacement,true,7,7,1.0000
5,58,DeleteStatement,false,7,-1,0.0000
5,59,DeleteStatement,false,7,-1,0.0000
5,60,MoveStatement,false,7,-1,0.0000
5,61,MatchedReplaceStatement,false,7,-1,0.0000
5,62,MatchedCopyStatement,false,7,-1,0.0000
5,63,BinaryOperatorReplacement,true,7,7,1.0000
5,64,UnaryOperatorReplacement,true,7,7,1.0000
5,65,BinaryOperatorReplacement,true,7,7,1.0000
5,66,SwapStatement,false,7,-1,0.0000
5,67,MatchedCopyStatement,false,7,-1,0.0000
5,68,MoveStatement,true,7,7,1.0000
5,69,ReplaceStatement,false,7,-1,0.0000
5,70,MatchedSwapStatement,false,7,-1,0.0000
5,71,UnaryOperatorReplacement,true,7,7,1.0000
5,72,MatchedDeleteStatement,true,7,7,1.0000
5,73,BinaryOperatorReplacement,true,7,7,1.0000
5,74,SwapStatement,true,7,7,1.0000
5,75,MatchedCopyStatement,false,7,-1,0.0000
5,76,ReplaceStatement,false,7,-1,0.0000
5,77,MatchedCopyStatement,false,7,-1,0.0000
5,78,MoveStatement,false,7,-1,0.0000
5,79,BinaryOperatorReplacement,true,7,7,1.0000
5,80,MatchedReplaceStatement,false,7,-1,0.0000
5,81,ReplaceStatement,false,7,-1,0.0000
5,82,DeleteStatement,true,7,7,1.0000
5,83,MatchedCopyStatement,false,7,-1,0.0000
5,84,UnaryOperatorReplacement,true,7,7,1.0000
5,85,BinaryOperatorReplacement,true,7,7,1.0000
5,86,ReplaceStatement,false,7,-1,0.0000
5,87,MatchedCopyStatement,false,7,-1,0.0000
5,88,DeleteStatement,true,7,7,1.0000
5,89,SwapStatement,false,7,-1,0.0000
5,90,MoveStatement,false,7,-1,0.0000
5,91,UnaryOperatorReplacement,true,7,7,1.0000
5,92,BinaryOperatorReplacement,true,7,7,1.0000
5,93,SwapStatement,false,7,-1,0.0000
5,94,BinaryOperatorReplacement,true,7,7,1.0000
5,95,UnaryOperatorReplacement,true,7,7,1.0000
5,96,SwapStatement,false,7,-1,0.0000
5,97,MatchedReplaceStatement,false,7,-1,0.0000
5,98,MatchedDeleteStatement,false,7,-1,0.0000
5,99,MatchedReplaceStatement,false,7,-1,0.0000
6,1,MatchedSwapStatement,false,7,-1,0.0000
6,2,MatchedSwapStatement,false,7,-1,0.0000
6,3,ReplaceStatement,false,7,-1,0.0000
6,4,MatchedReplaceStatement,false,7,-1,0.0000
6,5,MatchedReplaceStatement,false,7,-1,0.0000
6,6,UnaryOperatorReplacement,true,7,7,1.0000
6,7,MatchedReplaceStatement,false,7,-1,0.0000
6,8,UnaryOperatorReplacement,true,7,7,1.0000
6,9,BinaryOperatorReplacement,true,7,7,1.0000
6,10,SwapStatement,false,7,-1,0.0000
6,11,DeleteStatement,false,7,-1,0.0000
6,12,BinaryOperatorReplacement,true,7,7,1.0000
6,13,MatchedDeleteStatement,true,7,7,1.0000
6,14,MatchedDeleteStatement,true,7,7,1.0000
6,15,ReplaceStatement,false,7,-1,0.0000
6,16,MatchedReplaceStatement,false,7,-1,0.0000
6,17,BinaryOperatorReplacement,true,7,7,1.0000
6,18,MatchedReplaceStatement,false,7,-1,0.0000
6,19,BinaryOperatorReplacement,true,7,7,1.0000
6,20,UnaryOperatorReplacement,true,7,7,1.0000
6,21,UnaryOperatorReplacement,true,7,7,1.0000
6,22,DeleteStatement,true,7,7,1.0000
6,23,SwapStatement,false,7,-1,0.0000
6,24,DeleteStatement,false,7,-1,0.0000
6,25,CopyStatement,false,7,-1,0.0000
6,26,UnaryOperatorReplacement,true,7,7,1.0000
6,27,SwapStatement,false,7,-1,0.0000
6,28,MoveStatement,true,7,7,1.0000
6,29,DeleteStatement,false,7,-1,0.0000
6,30,DeleteStatement,true,7,7,1.0000
6,31,MatchedSwapStatement,false,7,-1,0.0000
6,32,UnaryOperatorReplacement,true,7,7,1.0000
6,33,ReplaceStatement,false,7,-1,0.0000
6,34,MatchedReplaceStatement,false,7,-1,0.0000
6,35,MatchedSwapStatement,false,7,-1,0.0000
6,36,MatchedSwapStatement,false,7,-1,0.0000
6,37,DeleteStatement,false,7,-1,0.0000
6,38,ReplaceStatement,false,7,-1,0.0000
6,39,UnaryOperatorReplacement,true,7,7,1.0000
6,40,DeleteStatement,false,7,-1,0.0000
6,41,UnaryOperatorReplacement,true,7,7,1.0000
6,42,UnaryOperatorReplacement,true,7,7,1.0000
6,43,MatchedCopyStatement,false,7,-1,0.0000
