"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineMemory(KB)","PatchMemory(KB)","MemoryImprovement(KB)","ImprovementPercent"
"40","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1669 |","true","true","7","7","0","0.00"
"41","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2169 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2178 |","false","false","7","-1","8","114.29"
"42","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1942 |","true","true","7","7","0","0.00"
"43","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","UnaryOperatorReplacement","|","true","true","220","7","213","96.82"
"44","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2442 POSTFIX_INCREMENT -> PREFIX_DECREMENT |","true","true","7","7","0","0.00"
"45","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","false","false","220","-1","221","100.45"
"46","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","UnaryOperatorReplacement","|","true","true","220","7","213","96.82"
"47","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","false","false","220","-1","221","100.45"
"48","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":4738 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1294 |","false","false","7","-1","8","114.29"
"49","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1904 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","false","false","220","-1","221","100.45"
"50","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1314 |","false","false","7","-1","8","114.29"
"51","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3264 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1552 |","false","false","7","-1","8","114.29"
"52","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2905 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1767 |","false","false","7","-1","8","114.29"
"53","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3630 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1850:1851 |","false","false","7","-1","8","114.29"
"54","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1494 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2431:2432 |","false","false","7","-1","8","114.29"
"55","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2417 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","false","false","220","-1","221","100.45"
"56","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1294 |","false","false","7","-1","8","114.29"
"57","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1655 |","true","true","7","7","0","0.00"
"58","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1464 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1255 |","false","false","7","-1","8","114.29"
"59","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2006 POSTFIX_INCREMENT -> POSTFIX_DECREMENT |","true","true","7","7","0","0.00"
"60","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1799 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1799 |","true","true","7","7","0","0.00"
"61","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","true","false","220","-1","221","100.45"
"62","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2442 POSTFIX_INCREMENT -> PREFIX_INCREMENT |","true","true","7","7","0","0.00"
"63","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","false","false","220","-1","221","100.45"
"64","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3739 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1710:1799 |","false","false","7","-1","8","114.29"
"65","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1711 |","false","false","7","-1","8","114.29"
"66","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3786 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","false","false","220","-1","221","100.45"
"67","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2297 |","false","false","7","-1","8","114.29"
"68","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3970 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","false","false","220","-1","221","100.45"
"69","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2297 |","false","false","7","-1","8","114.29"
"70","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":815 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2231:2231 |","false","false","7","-1","8","114.29"
"71","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1603 |","false","false","7","-1","8","114.29"
"72","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1255 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2431:2432 |","false","false","7","-1","8","114.29"
"73","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2384 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2384 |","true","true","7","7","0","0.00"
"74","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":713 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1710:1747 |","false","false","7","-1","8","114.29"
"75","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2432 |","true","true","7","7","0","0.00"
"76","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2269 LEFT_SHIFT -> SIGNED_RIGHT_SHIFT |","true","true","7","7","0","0.00"
"77","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2262 |","false","false","7","-1","8","114.29"
"78","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","true","false","220","-1","221","100.45"
"79","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2006 POSTFIX_INCREMENT -> PREFIX_INCREMENT |","true","true","7","7","0","0.00"
"80","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","true","false","220","-1","221","100.45"
"81","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1375 |","true","true","7","7","0","0.00"
"82","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3470 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","false","false","220","-1","221","100.45"
"83","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1511 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876:877 |","false","false","220","-1","221","100.45"
"84","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":4894 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1405:1511 |","false","false","7","-1","8","114.29"
"85","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2553 XOR -> BINARY_AND |","true","true","7","7","0","0.00"
"86","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2595 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2445 |","false","false","7","-1","8","114.29"
